AlertID,Attack,RiskScore,Priority,MITRE_Technique,Timestamp
248,BENIGN,10,Low,Unknown,2026-03-06 19:11:20
249,Phishing Attempt,79,High,Initial Access,2026-03-06 19:11:22
250,Data Exfiltration,85,High,Exfiltration,2026-03-06 19:11:24
251,Phishing Attempt,76,High,Initial Access,2026-03-06 19:11:26
252,BENIGN,10,Low,Unknown,2026-03-06 19:11:29
253,DoS Hulk,85,High,Unknown,2026-03-06 19:11:31
254,BENIGN,10,Low,Unknown,2026-03-06 19:11:33
255,Malware Beaconing,90,Critical,Command and Control,2026-03-06 19:11:35
256,BENIGN,10,Low,Unknown,2026-03-06 19:11:37
257,BENIGN,10,Low,Unknown,2026-03-06 19:11:39
258,BENIGN,10,Low,Unknown,2026-03-06 19:11:42
259,Data Exfiltration,73,High,Exfiltration,2026-03-06 19:11:44
260,BENIGN,10,Low,Unknown,2026-03-06 19:11:46
261,BENIGN,10,Low,Unknown,2026-03-06 19:11:48
262,BENIGN,10,Low,Unknown,2026-03-06 19:11:50
263,Privilege Escalation,89,High,Privilege Escalation,2026-03-06 19:11:52
264,Malware Beaconing,93,Critical,Command and Control,2026-03-06 19:11:54
265,DoS Hulk,85,High,Unknown,2026-03-06 19:11:56
266,BENIGN,10,Low,Unknown,2026-03-06 19:11:58
267,DoS Hulk,85,High,Unknown,2026-03-06 19:12:01
268,BENIGN,10,Low,Unknown,2026-03-06 19:12:03
269,DDoS,90,Critical,Impact,2026-03-06 19:12:05
270,BENIGN,10,Low,Unknown,2026-03-06 19:12:07
271,BENIGN,10,Low,Unknown,2026-03-06 19:12:09
272,BENIGN,10,Low,Unknown,2026-03-06 19:12:11
273,DoS Hulk,85,High,Unknown,2026-03-06 19:12:14
274,BENIGN,10,Low,Unknown,2026-03-06 19:12:16
275,Ransomware Activity,93,Critical,Impact,2026-03-06 19:12:18
276,Phishing Attempt,75,High,Initial Access,2026-03-06 19:12:20
277,Ransomware Activity,81,High,Impact,2026-03-06 19:12:22
278,BENIGN,10,Low,Unknown,2026-03-06 19:12:24
279,DDoS,90,Critical,Impact,2026-03-06 19:12:26
280,BENIGN,10,Low,Unknown,2026-03-06 19:12:28
281,BENIGN,10,Low,Unknown,2026-03-06 19:12:30
282,Phishing Attempt,85,High,Initial Access,2026-03-06 19:12:32
283,Phishing Attempt,77,High,Initial Access,2026-03-06 19:12:34
284,Malware Beaconing,95,Critical,Command and Control,2026-03-06 19:12:36
285,BENIGN,10,Low,Unknown,2026-03-06 19:12:39
286,BENIGN,10,Low,Unknown,2026-03-06 19:12:41
287,PortScan,50,Medium,Reconnaissance,2026-03-06 19:12:43
288,BENIGN,10,Low,Unknown,2026-03-06 19:12:45
289,PortScan,50,Medium,Reconnaissance,2026-03-06 19:12:47
290,BENIGN,10,Low,Unknown,2026-03-06 19:12:50
291,BENIGN,10,Low,Unknown,2026-03-06 19:12:52
292,BENIGN,10,Low,Unknown,2026-03-06 19:12:54
293,Data Exfiltration,91,Critical,Exfiltration,2026-03-06 19:12:56
294,Data Exfiltration,89,High,Exfiltration,2026-03-06 19:12:58
295,DoS Hulk,85,High,Unknown,2026-03-06 19:13:00
296,BENIGN,10,Low,Unknown,2026-03-06 19:13:02
297,Malware Beaconing,77,High,Command and Control,2026-03-06 19:13:04
298,BENIGN,10,Low,Unknown,2026-03-06 19:13:06
299,BENIGN,10,Low,Unknown,2026-03-06 19:13:09
300,BENIGN,10,Low,Unknown,2026-03-06 19:13:11
301,BENIGN,10,Low,Unknown,2026-03-06 19:13:13
302,Ransomware Activity,82,High,Impact,2026-03-06 19:13:15
303,DoS GoldenEye,85,High,Unknown,2026-03-06 19:13:17
304,Phishing Attempt,74,High,Initial Access,2026-03-06 19:13:19
305,Malware Beaconing,82,High,Command and Control,2026-03-06 19:13:21
306,BENIGN,10,Low,Unknown,2026-03-06 19:13:23
307,Privilege Escalation,90,Critical,Privilege Escalation,2026-03-06 19:13:25
308,BENIGN,10,Low,Unknown,2026-03-06 19:13:28
309,BENIGN,10,Low,Unknown,2026-03-06 19:13:30
310,BENIGN,10,Low,Unknown,2026-03-06 19:13:32
311,BENIGN,10,Low,Unknown,2026-03-06 19:13:34
312,BENIGN,10,Low,Unknown,2026-03-06 19:13:36
313,BENIGN,10,Low,Unknown,2026-03-06 19:13:38
314,Ransomware Activity,70,High,Impact,2026-03-06 19:13:40
315,BENIGN,10,Low,Unknown,2026-03-06 19:13:42
316,Data Exfiltration,93,Critical,Exfiltration,2026-03-06 19:13:44
317,Ransomware Activity,89,High,Impact,2026-03-06 19:13:46
318,BENIGN,10,Low,Unknown,2026-03-06 19:13:49
319,BENIGN,10,Low,Unknown,2026-03-06 19:13:51
320,Privilege Escalation,87,High,Privilege Escalation,2026-03-06 19:13:53
321,BENIGN,10,Low,Unknown,2026-03-06 19:13:55
322,BENIGN,10,Low,Unknown,2026-03-06 19:13:57
323,BENIGN,10,Low,Unknown,2026-03-06 19:13:59
324,Data Exfiltration,87,High,Exfiltration,2026-03-06 19:14:01
325,Malware Beaconing,91,Critical,Command and Control,2026-03-06 19:14:03
326,BENIGN,10,Low,Unknown,2026-03-06 19:14:06
327,Ransomware Activity,90,Critical,Impact,2026-03-06 19:14:08
328,BENIGN,10,Low,Unknown,2026-03-06 19:14:10
329,DDoS,90,Critical,Impact,2026-03-06 19:14:12
330,DoS slowloris,80,High,Unknown,2026-03-06 19:14:14
331,BENIGN,10,Low,Unknown,2026-03-06 19:14:16
332,BENIGN,10,Low,Unknown,2026-03-06 19:14:18
333,DDoS,90,Critical,Impact,2026-03-06 19:14:20
334,Privilege Escalation,73,High,Privilege Escalation,2026-03-06 19:14:22
335,BENIGN,10,Low,Unknown,2026-03-06 19:14:25
336,Ransomware Activity,75,High,Impact,2026-03-06 19:14:27
337,BENIGN,10,Low,Unknown,2026-03-06 19:14:29
338,BENIGN,10,Low,Unknown,2026-03-06 19:14:31
339,Ransomware Activity,89,High,Impact,2026-03-06 19:14:33
340,DoS Hulk,85,High,Unknown,2026-03-06 19:14:35
341,BENIGN,10,Low,Unknown,2026-03-06 19:14:37
342,BENIGN,10,Low,Unknown,2026-03-06 19:14:39
1,BENIGN,10,Low,Unknown,2026-03-06 19:15:17
2,BENIGN,10,Low,Unknown,2026-03-06 19:15:19
3,PortScan,50,Medium,Reconnaissance,2026-03-06 19:15:22
4,BENIGN,10,Low,Unknown,2026-03-06 19:15:24
5,Malware Beaconing,74,High,Command and Control,2026-03-06 19:15:26
6,Ransomware Activity,91,Critical,Impact,2026-03-06 19:15:28
7,BENIGN,10,Low,Unknown,2026-03-06 19:15:30
8,BENIGN,10,Low,Unknown,2026-03-06 19:15:32
9,Ransomware Activity,70,High,Impact,2026-03-06 19:15:34
10,Data Exfiltration,86,High,Exfiltration,2026-03-06 19:15:36
11,BENIGN,10,Low,Unknown,2026-03-06 19:15:38
12,Malware Beaconing,70,High,Command and Control,2026-03-06 19:15:40
13,Ransomware Activity,72,High,Impact,2026-03-06 19:15:42
14,Ransomware Activity,85,High,Impact,2026-03-06 19:15:44
15,BENIGN,10,Low,Unknown,2026-03-06 19:15:47
16,BENIGN,10,Low,Unknown,2026-03-06 19:15:49
17,BENIGN,10,Low,Unknown,2026-03-06 19:15:51
18,BENIGN,10,Low,Unknown,2026-03-06 19:15:53
19,Malware Beaconing,71,High,Command and Control,2026-03-06 19:15:55
20,BENIGN,10,Low,Unknown,2026-03-06 19:15:57
21,BENIGN,10,Low,Unknown,2026-03-06 19:15:59
22,Malware Beaconing,93,Critical,Command and Control,2026-03-06 19:16:01
23,BENIGN,10,Low,Unknown,2026-03-06 19:16:04
24,Phishing Attempt,89,High,Initial Access,2026-03-06 19:16:06
25,Phishing Attempt,86,High,Initial Access,2026-03-06 19:16:08
26,PortScan,50,Medium,Reconnaissance,2026-03-06 19:16:10
27,BENIGN,10,Low,Unknown,2026-03-06 19:16:12
28,Data Exfiltration,86,High,Exfiltration,2026-03-06 19:16:14
29,BENIGN,10,Low,Unknown,2026-03-06 19:16:16
30,BENIGN,10,Low,Unknown,2026-03-06 19:16:18
31,BENIGN,10,Low,Unknown,2026-03-06 19:16:20
32,Privilege Escalation,90,Critical,Privilege Escalation,2026-03-06 19:16:22
33,BENIGN,10,Low,Unknown,2026-03-06 19:16:25
34,BENIGN,10,Low,Unknown,2026-03-06 19:16:27
35,Malware Beaconing,73,High,Command and Control,2026-03-06 19:16:29
36,BENIGN,10,Low,Unknown,2026-03-06 19:16:31
37,BENIGN,10,Low,Unknown,2026-03-06 19:16:33
38,BENIGN,10,Low,Unknown,2026-03-06 19:16:35
39,BENIGN,10,Low,Unknown,2026-03-06 19:16:38
40,Malware Beaconing,85,High,Command and Control,2026-03-06 19:16:40
41,BENIGN,10,Low,Unknown,2026-03-06 19:16:42
42,BENIGN,10,Low,Unknown,2026-03-06 19:16:44
43,Privilege Escalation,86,High,Privilege Escalation,2026-03-06 19:16:46
44,Privilege Escalation,88,High,Privilege Escalation,2026-03-06 19:16:48
45,BENIGN,10,Low,Unknown,2026-03-06 19:16:50
46,Phishing Attempt,94,Critical,Initial Access,2026-03-06 19:16:52
47,BENIGN,10,Low,Unknown,2026-03-06 19:16:54
48,Phishing Attempt,92,Critical,Initial Access,2026-03-06 19:16:56
49,DoS Hulk,85,High,Unknown,2026-03-06 19:16:58
50,Ransomware Activity,75,High,Impact,2026-03-06 19:17:00
51,BENIGN,10,Low,Unknown,2026-03-06 19:17:03
52,BENIGN,10,Low,Unknown,2026-03-06 19:17:05
53,BENIGN,10,Low,Unknown,2026-03-06 19:17:07
54,BENIGN,10,Low,Unknown,2026-03-06 19:17:09
55,Data Exfiltration,74,High,Exfiltration,2026-03-06 19:17:11
56,BENIGN,10,Low,Unknown,2026-03-06 19:17:13
57,BENIGN,10,Low,Unknown,2026-03-06 19:17:15
58,BENIGN,10,Low,Unknown,2026-03-06 19:17:18
59,BENIGN,10,Low,Unknown,2026-03-06 19:17:20
60,BENIGN,10,Low,Unknown,2026-03-06 19:17:22
61,BENIGN,10,Low,Unknown,2026-03-06 19:17:24
62,BENIGN,10,Low,Unknown,2026-03-06 19:17:26
63,BENIGN,10,Low,Unknown,2026-03-06 19:17:28
64,BENIGN,10,Low,Unknown,2026-03-06 19:17:31
65,Ransomware Activity,90,Critical,Impact,2026-03-06 19:17:33
66,BENIGN,10,Low,Unknown,2026-03-06 19:17:35
67,BENIGN,10,Low,Unknown,2026-03-06 19:17:37
68,BENIGN,10,Low,Unknown,2026-03-06 19:17:39
69,BENIGN,10,Low,Unknown,2026-03-06 19:17:41
70,BENIGN,10,Low,Unknown,2026-03-06 19:17:44
71,Malware Beaconing,90,Critical,Command and Control,2026-03-06 19:17:46
72,Ransomware Activity,72,High,Impact,2026-03-06 19:17:48
73,BENIGN,10,Low,Unknown,2026-03-06 19:17:50
74,BENIGN,10,Low,Unknown,2026-03-06 19:17:52
75,BENIGN,10,Low,Unknown,2026-03-06 19:17:54
76,Data Exfiltration,75,High,Exfiltration,2026-03-06 19:17:56
77,Phishing Attempt,83,High,Initial Access,2026-03-06 19:17:58
78,PortScan,50,Medium,Reconnaissance,2026-03-06 19:18:00
79,BENIGN,10,Low,Unknown,2026-03-06 19:18:03
80,BENIGN,10,Low,Unknown,2026-03-06 19:18:05
81,BENIGN,10,Low,Unknown,2026-03-06 19:18:07
82,BENIGN,10,Low,Unknown,2026-03-06 19:18:09
83,BENIGN,10,Low,Unknown,2026-03-06 19:18:11
84,BENIGN,10,Low,Unknown,2026-03-06 19:18:13
85,BENIGN,10,Low,Unknown,2026-03-06 19:18:16
86,BENIGN,10,Low,Unknown,2026-03-06 19:18:18
87,Malware Beaconing,81,High,Command and Control,2026-03-06 19:18:20
88,BENIGN,10,Low,Unknown,2026-03-06 19:18:22
89,DDoS,90,Critical,Impact,2026-03-06 19:18:24
90,BENIGN,10,Low,Unknown,2026-03-06 19:18:26
91,DoS Hulk,85,High,Unknown,2026-03-06 19:18:29
92,BENIGN,10,Low,Unknown,2026-03-06 19:18:31
93,BENIGN,10,Low,Unknown,2026-03-06 19:18:33
94,BENIGN,10,Low,Unknown,2026-03-06 19:18:35
95,BENIGN,10,Low,Unknown,2026-03-06 19:18:37
96,BENIGN,10,Low,Unknown,2026-03-06 19:18:40
97,BENIGN,10,Low,Unknown,2026-03-06 19:18:42
98,BENIGN,10,Low,Unknown,2026-03-06 19:18:44
99,DoS Hulk,85,High,Unknown,2026-03-06 19:18:46
100,Ransomware Activity,83,High,Impact,2026-03-06 19:18:48
101,BENIGN,10,Low,Unknown,2026-03-06 19:18:50
102,Phishing Attempt,84,High,Initial Access,2026-03-06 19:18:52
103,BENIGN,10,Low,Unknown,2026-03-06 19:18:54
104,Data Exfiltration,77,High,Exfiltration,2026-03-06 19:18:56
105,DDoS,90,Critical,Impact,2026-03-06 19:18:59
106,BENIGN,10,Low,Unknown,2026-03-06 19:19:01
107,BENIGN,10,Low,Unknown,2026-03-06 19:19:03
108,Data Exfiltration,84,High,Exfiltration,2026-03-06 19:19:05
109,BENIGN,10,Low,Unknown,2026-03-06 19:19:07
110,BENIGN,10,Low,Unknown,2026-03-06 19:19:09
111,Ransomware Activity,84,High,Impact,2026-03-06 19:19:11
112,Privilege Escalation,71,High,Privilege Escalation,2026-03-06 19:19:13
113,Privilege Escalation,86,High,Privilege Escalation,2026-03-06 19:19:15
114,BENIGN,10,Low,Unknown,2026-03-06 19:19:18
115,Data Exfiltration,76,High,Exfiltration,2026-03-06 19:19:20
116,BENIGN,10,Low,Unknown,2026-03-06 19:19:22
117,Malware Beaconing,72,High,Command and Control,2026-03-06 19:19:24
118,BENIGN,10,Low,Unknown,2026-03-06 19:19:26
119,Data Exfiltration,79,High,Exfiltration,2026-03-06 19:19:28
120,PortScan,50,Medium,Reconnaissance,2026-03-06 19:19:30
121,Ransomware Activity,79,High,Impact,2026-03-06 19:19:32
122,BENIGN,10,Low,Unknown,2026-03-06 19:19:34
123,BENIGN,10,Low,Unknown,2026-03-06 19:19:37
124,BENIGN,10,Low,Unknown,2026-03-06 19:19:39
125,DoS Hulk,85,High,Unknown,2026-03-06 19:19:41
126,Ransomware Activity,75,High,Impact,2026-03-06 19:19:43
127,BENIGN,10,Low,Unknown,2026-03-06 19:19:45
128,BENIGN,10,Low,Unknown,2026-03-06 19:19:47
129,BENIGN,10,Low,Unknown,2026-03-06 19:19:50
130,BENIGN,10,Low,Unknown,2026-03-06 19:19:52
131,BENIGN,10,Low,Unknown,2026-03-06 19:19:54
132,BENIGN,10,Low,Unknown,2026-03-06 19:19:56
133,Ransomware Activity,87,High,Impact,2026-03-06 19:19:58
134,Data Exfiltration,87,High,Exfiltration,2026-03-06 19:20:00
135,Privilege Escalation,93,Critical,Privilege Escalation,2026-03-06 19:20:02
136,BENIGN,10,Low,Unknown,2026-03-06 19:20:05
137,BENIGN,10,Low,Unknown,2026-03-06 19:20:07
138,BENIGN,10,Low,Unknown,2026-03-06 19:20:09
139,BENIGN,10,Low,Unknown,2026-03-06 19:20:11
140,Data Exfiltration,95,Critical,Exfiltration,2026-03-06 19:20:13
141,DDoS,90,Critical,Impact,2026-03-06 19:20:15
142,BENIGN,10,Low,Unknown,2026-03-06 19:20:17
143,BENIGN,10,Low,Unknown,2026-03-06 19:20:20
144,Privilege Escalation,77,High,Privilege Escalation,2026-03-06 19:20:22
145,BENIGN,10,Low,Unknown,2026-03-06 19:20:24
146,BENIGN,10,Low,Unknown,2026-03-06 19:20:26
147,Ransomware Activity,85,High,Impact,2026-03-06 19:20:28
148,BENIGN,10,Low,Unknown,2026-03-06 19:20:30
149,DoS GoldenEye,85,High,Unknown,2026-03-06 19:20:32
150,BENIGN,10,Low,Unknown,2026-03-06 19:20:34
151,Phishing Attempt,71,High,Initial Access,2026-03-06 19:20:36
152,BENIGN,10,Low,Unknown,2026-03-06 19:20:39
153,BENIGN,10,Low,Unknown,2026-03-06 19:20:41
154,BENIGN,10,Low,Unknown,2026-03-06 19:20:43
155,BENIGN,10,Low,Unknown,2026-03-06 19:20:45
156,BENIGN,10,Low,Unknown,2026-03-06 19:20:47
157,PortScan,50,Medium,Reconnaissance,2026-03-06 19:20:50
158,BENIGN,10,Low,Unknown,2026-03-06 19:20:52
159,DDoS,90,Critical,Impact,2026-03-06 19:20:54
160,Privilege Escalation,83,High,Privilege Escalation,2026-03-06 19:20:56
161,BENIGN,10,Low,Unknown,2026-03-06 19:20:58
162,Data Exfiltration,82,High,Exfiltration,2026-03-06 19:21:00
163,Data Exfiltration,70,High,Exfiltration,2026-03-06 19:21:02
164,BENIGN,10,Low,Unknown,2026-03-06 19:21:04
165,BENIGN,10,Low,Unknown,2026-03-06 19:21:06
166,BENIGN,10,Low,Unknown,2026-03-06 19:21:09
167,Privilege Escalation,76,High,Privilege Escalation,2026-03-06 19:21:11
168,Privilege Escalation,84,High,Privilege Escalation,2026-03-06 19:21:13
169,Privilege Escalation,77,High,Privilege Escalation,2026-03-06 19:21:15
170,BENIGN,10,Low,Unknown,2026-03-06 19:21:17
171,Ransomware Activity,73,High,Impact,2026-03-06 19:21:19
172,BENIGN,10,Low,Unknown,2026-03-06 19:21:21
173,BENIGN,10,Low,Unknown,2026-03-06 19:21:23
174,PortScan,50,Medium,Reconnaissance,2026-03-06 19:21:25
175,Data Exfiltration,86,High,Exfiltration,2026-03-06 19:21:27
176,BENIGN,10,Low,Unknown,2026-03-06 19:21:30
177,BENIGN,10,Low,Unknown,2026-03-06 19:21:32
178,DoS Slowhttptest,80,High,Unknown,2026-03-06 19:21:34
179,BENIGN,10,Low,Unknown,2026-03-06 19:21:36
180,BENIGN,10,Low,Unknown,2026-03-06 19:21:38
181,Malware Beaconing,92,Critical,Command and Control,2026-03-06 19:21:40
182,BENIGN,10,Low,Unknown,2026-03-06 19:21:43
183,Ransomware Activity,92,Critical,Impact,2026-03-06 19:21:45
184,Data Exfiltration,73,High,Exfiltration,2026-03-06 19:21:47
1,BENIGN,10,Low,Unknown,2026-03-07 14:39:38
2,Privilege Escalation,92,Critical,Privilege Escalation,2026-03-07 14:39:40
3,BENIGN,10,Low,Unknown,2026-03-07 14:39:42
4,Data Exfiltration,71,High,Exfiltration,2026-03-07 14:39:44
5,BENIGN,10,Low,Unknown,2026-03-07 14:39:47
6,BENIGN,10,Low,Unknown,2026-03-07 14:39:49
7,DDoS,90,Critical,Impact,2026-03-07 14:39:51
8,Malware Beaconing,87,High,Command and Control,2026-03-07 14:39:53
9,Data Exfiltration,86,High,Exfiltration,2026-03-07 14:39:55
10,Ransomware Activity,95,Critical,Impact,2026-03-07 14:39:57
11,BENIGN,10,Low,Unknown,2026-03-07 14:40:00
12,Data Exfiltration,83,High,Exfiltration,2026-03-07 14:40:02
13,Ransomware Activity,77,High,Impact,2026-03-07 14:40:04
14,PortScan,50,Medium,Reconnaissance,2026-03-07 14:40:06
15,BENIGN,10,Low,Unknown,2026-03-07 14:40:08
16,Phishing Attempt,71,High,Initial Access,2026-03-07 14:40:10
17,BENIGN,10,Low,Unknown,2026-03-07 14:40:12
18,BENIGN,10,Low,Unknown,2026-03-07 14:40:15
19,BENIGN,10,Low,Unknown,2026-03-07 14:40:17
20,Privilege Escalation,87,High,Privilege Escalation,2026-03-07 14:40:19
21,BENIGN,10,Low,Unknown,2026-03-07 14:40:21
22,BENIGN,10,Low,Unknown,2026-03-07 14:40:24
23,BENIGN,10,Low,Unknown,2026-03-07 14:40:26
24,BENIGN,10,Low,Unknown,2026-03-07 14:40:28
25,BENIGN,10,Low,Unknown,2026-03-07 14:40:30
26,BENIGN,10,Low,Unknown,2026-03-07 14:40:33
27,BENIGN,10,Low,Unknown,2026-03-07 14:40:35
28,BENIGN,10,Low,Unknown,2026-03-07 14:40:37
29,BENIGN,10,Low,Unknown,2026-03-07 14:40:40
30,BENIGN,10,Low,Unknown,2026-03-07 14:40:42
31,Malware Beaconing,91,Critical,Command and Control,2026-03-07 14:40:44
32,BENIGN,10,Low,Unknown,2026-03-07 14:40:47
33,BENIGN,10,Low,Unknown,2026-03-07 14:40:49
34,BENIGN,10,Low,Unknown,2026-03-07 14:40:51
35,BENIGN,10,Low,Unknown,2026-03-07 14:40:53
36,BENIGN,10,Low,Unknown,2026-03-07 14:40:56
37,BENIGN,10,Low,Unknown,2026-03-07 14:40:58
38,BENIGN,10,Low,Unknown,2026-03-07 14:41:00
39,Malware Beaconing,95,Critical,Command and Control,2026-03-07 14:41:02
40,BENIGN,10,Low,Unknown,2026-03-07 14:41:04
41,Privilege Escalation,86,High,Privilege Escalation,2026-03-07 14:41:06
42,BENIGN,10,Low,Unknown,2026-03-07 14:41:08
43,Phishing Attempt,77,High,Initial Access,2026-03-07 14:41:10
44,BENIGN,10,Low,Unknown,2026-03-07 14:41:13
45,BENIGN,10,Low,Unknown,2026-03-07 14:41:15
46,Data Exfiltration,81,High,Exfiltration,2026-03-07 14:41:17
47,Data Exfiltration,75,High,Exfiltration,2026-03-07 14:41:19
48,BENIGN,10,Low,Unknown,2026-03-07 14:41:21
49,BENIGN,10,Low,Unknown,2026-03-07 14:41:24
50,Privilege Escalation,74,High,Privilege Escalation,2026-03-07 14:41:26
51,BENIGN,10,Low,Unknown,2026-03-07 14:41:28
52,BENIGN,10,Low,Unknown,2026-03-07 14:41:30
53,Privilege Escalation,80,High,Privilege Escalation,2026-03-07 14:41:32
54,BENIGN,10,Low,Unknown,2026-03-07 14:41:34
55,BENIGN,10,Low,Unknown,2026-03-07 14:41:37
56,DoS Hulk,85,High,Unknown,2026-03-07 14:41:39
57,BENIGN,10,Low,Unknown,2026-03-07 14:41:41
58,DDoS,90,Critical,Impact,2026-03-07 14:41:43
59,Data Exfiltration,82,High,Exfiltration,2026-03-07 14:41:45
60,PortScan,50,Medium,Reconnaissance,2026-03-07 14:41:48
61,BENIGN,10,Low,Unknown,2026-03-07 14:41:50
62,DoS Hulk,85,High,Unknown,2026-03-07 14:41:52
63,Ransomware Activity,79,High,Impact,2026-03-07 14:41:54
64,Ransomware Activity,89,High,Impact,2026-03-07 14:41:56
65,BENIGN,10,Low,Unknown,2026-03-07 14:41:59
66,Data Exfiltration,76,High,Exfiltration,2026-03-07 14:42:01
67,Data Exfiltration,86,High,Exfiltration,2026-03-07 14:42:03
68,Data Exfiltration,78,High,Exfiltration,2026-03-07 14:42:05
69,Ransomware Activity,92,Critical,Impact,2026-03-07 14:42:07
70,BENIGN,10,Low,Unknown,2026-03-07 14:42:09
71,BENIGN,10,Low,Unknown,2026-03-07 14:42:11
72,Ransomware Activity,94,Critical,Impact,2026-03-07 14:42:13
73,Privilege Escalation,82,High,Privilege Escalation,2026-03-07 14:42:15
74,BENIGN,10,Low,Unknown,2026-03-07 14:42:17
75,BENIGN,10,Low,Unknown,2026-03-07 14:42:20
76,BENIGN,10,Low,Unknown,2026-03-07 14:42:22
77,Ransomware Activity,82,High,Impact,2026-03-07 14:42:24
78,BENIGN,10,Low,Unknown,2026-03-07 14:42:26
79,Data Exfiltration,70,High,Exfiltration,2026-03-07 14:42:28
80,Data Exfiltration,75,High,Exfiltration,2026-03-07 14:42:30
81,BENIGN,10,Low,Unknown,2026-03-07 14:42:32
82,Data Exfiltration,89,High,Exfiltration,2026-03-07 14:42:34
83,Privilege Escalation,91,Critical,Privilege Escalation,2026-03-07 14:42:36
84,BENIGN,10,Low,Unknown,2026-03-07 14:42:39
85,Privilege Escalation,89,High,Privilege Escalation,2026-03-07 14:42:41
86,PortScan,50,Medium,Reconnaissance,2026-03-07 14:42:43
87,BENIGN,10,Low,Unknown,2026-03-07 14:42:45
88,BENIGN,10,Low,Unknown,2026-03-07 14:42:47
89,BENIGN,10,Low,Unknown,2026-03-07 14:42:50
90,BENIGN,10,Low,Unknown,2026-03-07 14:42:52
91,BENIGN,10,Low,Unknown,2026-03-07 14:42:54
92,Malware Beaconing,83,High,Command and Control,2026-03-07 14:42:56
93,BENIGN,10,Low,Unknown,2026-03-07 14:42:58
94,BENIGN,10,Low,Unknown,2026-03-07 14:43:01
95,BENIGN,10,Low,Unknown,2026-03-07 14:43:03
96,BENIGN,10,Low,Unknown,2026-03-07 14:43:05
97,BENIGN,10,Low,Unknown,2026-03-07 14:43:08
98,BENIGN,10,Low,Unknown,2026-03-07 14:43:10
99,Malware Beaconing,86,High,Command and Control,2026-03-07 14:43:12
100,BENIGN,10,Low,Unknown,2026-03-07 14:43:14
101,BENIGN,10,Low,Unknown,2026-03-07 14:43:16
102,Privilege Escalation,78,High,Privilege Escalation,2026-03-07 14:43:18
103,PortScan,50,Medium,Reconnaissance,2026-03-07 14:43:21
104,BENIGN,10,Low,Unknown,2026-03-07 14:43:23
105,DoS Hulk,85,High,Unknown,2026-03-07 14:43:25
106,Ransomware Activity,72,High,Impact,2026-03-07 14:43:27
107,Phishing Attempt,90,Critical,Initial Access,2026-03-07 14:43:29
108,BENIGN,10,Low,Unknown,2026-03-07 14:43:31
109,Privilege Escalation,81,High,Privilege Escalation,2026-03-07 14:43:33
110,BENIGN,10,Low,Unknown,2026-03-07 14:43:36
111,BENIGN,10,Low,Unknown,2026-03-07 14:43:38
112,DDoS,90,Critical,Impact,2026-03-07 14:43:40
113,BENIGN,10,Low,Unknown,2026-03-07 14:43:43
114,Data Exfiltration,77,High,Exfiltration,2026-03-07 14:43:45
115,BENIGN,10,Low,Unknown,2026-03-07 14:43:47
116,BENIGN,10,Low,Unknown,2026-03-07 14:43:49
117,BENIGN,10,Low,Unknown,2026-03-07 14:43:51
118,Ransomware Activity,78,High,Impact,2026-03-07 14:43:53
119,PortScan,50,Medium,Reconnaissance,2026-03-07 14:43:56
120,Data Exfiltration,94,Critical,Exfiltration,2026-03-07 14:43:58
121,BENIGN,10,Low,Unknown,2026-03-07 14:44:00
122,BENIGN,10,Low,Unknown,2026-03-07 14:44:02
123,Phishing Attempt,71,High,Initial Access,2026-03-07 14:44:04
124,BENIGN,10,Low,Unknown,2026-03-07 14:44:06
125,BENIGN,10,Low,Unknown,2026-03-07 14:44:09
126,BENIGN,10,Low,Unknown,2026-03-07 14:44:11
127,BENIGN,10,Low,Unknown,2026-03-07 14:44:13
128,DoS Hulk,85,High,Unknown,2026-03-07 14:44:15
129,DoS Hulk,85,High,Unknown,2026-03-07 14:44:18
130,Data Exfiltration,94,Critical,Exfiltration,2026-03-07 14:44:20
131,BENIGN,10,Low,Unknown,2026-03-07 14:44:22
132,BENIGN,10,Low,Unknown,2026-03-07 14:44:24
133,BENIGN,10,Low,Unknown,2026-03-07 14:44:26
134,BENIGN,10,Low,Unknown,2026-03-07 14:44:28
135,Data Exfiltration,74,High,Exfiltration,2026-03-07 14:44:30
136,Malware Beaconing,79,High,Command and Control,2026-03-07 14:44:32
137,DDoS,90,Critical,Impact,2026-03-07 14:44:35
138,Data Exfiltration,81,High,Exfiltration,2026-03-07 14:44:37
139,BENIGN,10,Low,Unknown,2026-03-07 14:44:39
140,BENIGN,10,Low,Unknown,2026-03-07 14:44:41
141,BENIGN,10,Low,Unknown,2026-03-07 14:44:43
142,Ransomware Activity,76,High,Impact,2026-03-07 14:44:45
143,BENIGN,10,Low,Unknown,2026-03-07 14:44:47
144,DDoS,90,Critical,Impact,2026-03-07 14:44:50
1,BENIGN,10,Low,Unknown,2026-03-07 14:45:40
2,BENIGN,10,Low,Unknown,2026-03-07 14:45:43
3,Data Exfiltration,77,High,Exfiltration,2026-03-07 14:45:45
4,BENIGN,10,Low,Unknown,2026-03-07 14:45:47
5,BENIGN,10,Low,Unknown,2026-03-07 14:45:49
6,BENIGN,10,Low,Unknown,2026-03-07 14:45:51
7,Data Exfiltration,70,High,Exfiltration,2026-03-07 14:45:53
8,Privilege Escalation,81,High,Privilege Escalation,2026-03-07 14:45:55
